Pathway.Name	SMP.ID	Pathway.Class	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Mitochondrial Complex II Deficiency	SMP0000548	Disease	HMDB0000243;HMDB0001423;HMDB0000902;HMDB0001206;HMDB0001967;HMDB0001487;HMDB0001372;HMDB0000962;HMDB0001248;HMDB0002111;HMDB0000223;HMDB0000094;HMDB0000072;HMDB0000193;HMDB0000208;HMDB0059597;HMDB0000547;HMDB0001022;HMDB0001429;HMDB0001201;HMDB0000254;HMDB0001273;HMDB0000134;HMDB0000156;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0001333;HMDB0001072;HMDB0059661;HMDB0001197	32	15	HMDB0001487;HMDB0001072;HMDB0000134;HMDB0001429;HMDB0000223;HMDB0000208;HMDB0000902;HMDB0001333;HMDB0001248;HMDB0001341;HMDB0000538;HMDB0000254;HMDB0001967;HMDB0059597;HMDB0002111	0.4932624432556043	0.08687615526802218	1.415537230681047	0.3821072905951104	0.3821072905951104
Pyruvate Dehydrogenase Deficiency (E2)	SMP0000551	Disease	HMDB0000243;HMDB0001423;HMDB0000902;HMDB0001206;HMDB0001967;HMDB0001487;HMDB0001372;HMDB0000962;HMDB0001248;HMDB0002111;HMDB0000223;HMDB0000094;HMDB0000072;HMDB0000193;HMDB0000208;HMDB0059597;HMDB0000547;HMDB0001022;HMDB0001429;HMDB0001201;HMDB0000254;HMDB0001273;HMDB0000134;HMDB0000156;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0001333;HMDB0001072;HMDB0059661;HMDB0001197	32	15	HMDB0001341;HMDB0001487;HMDB0000208;HMDB0001248;HMDB0059597;HMDB0000223;HMDB0000134;HMDB0001333;HMDB0000254;HMDB0000902;HMDB0001072;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001967	0.4932624432556043	0.08687615526802218	1.415537230681047	0.3821072905951104	0.3821072905951104
Pyruvate Dehydrogenase Deficiency (E3)	SMP0000550	Disease	HMDB0000243;HMDB0001423;HMDB0000902;HMDB0001206;HMDB0001967;HMDB0001487;HMDB0001372;HMDB0000962;HMDB0001248;HMDB0002111;HMDB0000223;HMDB0000094;HMDB0000072;HMDB0000193;HMDB0000208;HMDB0059597;HMDB0000547;HMDB0001022;HMDB0001429;HMDB0001201;HMDB0000254;HMDB0001273;HMDB0000134;HMDB0000156;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0001333;HMDB0001072;HMDB0059661;HMDB0001197	32	15	HMDB0002111;HMDB0000902;HMDB0001341;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000208;HMDB0059597;HMDB0000254;HMDB0001487;HMDB0001333;HMDB0000223;HMDB0001967;HMDB0000134;HMDB0001072	0.4932624432556043	0.08687615526802218	1.415537230681047	0.3821072905951104	0.3821072905951104
2-Ketoglutarate Dehydrogenase Complex Deficiency	SMP0000549	Disease	HMDB0000243;HMDB0001423;HMDB0000902;HMDB0001206;HMDB0001967;HMDB0001487;HMDB0001372;HMDB0000962;HMDB0001248;HMDB0002111;HMDB0000223;HMDB0000094;HMDB0000072;HMDB0000193;HMDB0000208;HMDB0059597;HMDB0000547;HMDB0001022;HMDB0001429;HMDB0001201;HMDB0000254;HMDB0001273;HMDB0000134;HMDB0000156;HMDB0000538;HMDB0000595;HMDB0001341;HMDB0000030;HMDB0001333;HMDB0001072;HMDB0059661;HMDB0001197	32	15	HMDB0001248;HMDB0000902;HMDB0000134;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001333;HMDB0001072;HMDB0001487;HMDB0000208;HMDB0059597;HMDB0001429;HMDB0001967;HMDB0000223	0.4932624432556043	0.08687615526802218	1.415537230681047	0.3821072905951104	0.3821072905951104
Estrone Metabolism	SMP0030880	Metabolic	HMDB0000145;HMDB0001134;HMDB0001425;HMDB0000061;HMDB0059597;HMDB0001377;HMDB0001487;HMDB0000343;HMDB0000902;HMDB0002111;HMDB0003178;HMDB0001185;HMDB0000010;HMDB0000939;HMDB0000547;HMDB0000935;HMDB0004482;HMDB0000295;HMDB0004483;HMDB0000221;HMDB0000151;HMDB0000217;HMDB0000335;HMDB0000153	24	11	HMDB0001377;HMDB0000295;HMDB0001487;HMDB0000217;HMDB0000939;HMDB0002111;HMDB0004482;HMDB0000221;HMDB0059597;HMDB0001185;HMDB0000902	0.5347280511057589	0.0931899641577061	1.4362416907847826	0.3849187853961547	0.3849187853961547
Thioguanine Action Pathway	SMP0000430	Drug Action	HMDB0060415;HMDB0014496;HMDB0000280;HMDB0000250;HMDB0000547;HMDB0015167;HMDB0060416;HMDB0000902;HMDB0002111;HMDB0060876;HMDB0001487;HMDB0000586;HMDB0000641;HMDB0000538;HMDB0000045;HMDB0001185;HMDB0000939;HMDB0060874;HMDB0060875;HMDB0060804;HMDB0001248;HMDB0060412;HMDB0060414;HMDB0000588;HMDB0001341;HMDB0001429;HMDB0001340;HMDB0001273;HMDB0001397;HMDB0001201;HMDB0000464;HMDB0000960;HMDB0001440;HMDB0001044;HMDB0000085;HMDB0000132;HMDB0000133;HMDB0001489;HMDB0001351;HMDB0000292;HMDB0000051;HMDB0015532;HMDB0001178;HMDB0001548;HMDB0001128;HMDB0000148;HMDB0000123;HMDB0002022;HMDB0000972;HMDB0001846;HMDB0001308;HMDB0000999;HMDB0001235;HMDB0006273;HMDB0001967;HMDB0000191;HMDB0000797;HMDB0000134;HMDB0001517;HMDB0001439;HMDB0000175;HMDB0001554;HMDB0000217;HMDB0000221;HMDB0000299;HMDB0000195;HMDB0000157;HMDB0001377;HMDB0003125;HMDB0000289;HMDB0000071;HMDB0000536;HMDB0000050;HMDB0000034;HMDB0000101;HMDB0000058;HMDB0001508;HMDB0000905;HMDB0001532;HMDB0011629;HMDB0003178;HMDB0003335;HMDB0000189;HMDB0003192;HMDB0015531	85	23	HMDB0002111;HMDB0000123;HMDB0001341;HMDB0000051;HMDB0000217;HMDB0001377;HMDB0000134;HMDB0000299;HMDB0000148;HMDB0000191;HMDB0001185;HMDB0000221;HMDB0003125;HMDB0001487;HMDB0001967;HMDB0000045;HMDB0000250;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0014496;HMDB0000902;HMDB0000939	0.42001575741493485	0.11498257839721254	1.3293116902385447	0.3851161362712572	0.3851161362712572
Etoposide Action Pathway	SMP0000442	Drug Action	HMDB0014911;HMDB0003178;HMDB0000547;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001341;HMDB0000935;HMDB0060635;HMDB0000295;HMDB0001377;HMDB0001487;HMDB0001426;HMDB0000902;HMDB0000464	15	8	HMDB0001487;HMDB0000295;HMDB0001429;HMDB0001341;HMDB0000902;HMDB0000538;HMDB0001377;HMDB0002111	0.5538163569081263	0.13696060037523453	1.3390804135048975	0.38535264406602276	0.38535264406602276
Etoposide Metabolism Pathway	SMP0000601	Drug Metabolism	HMDB0014911;HMDB0003178;HMDB0000547;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001341;HMDB0000935;HMDB0060635;HMDB0000295;HMDB0001377;HMDB0001487;HMDB0001426;HMDB0000902;HMDB0000464	15	8	HMDB0001341;HMDB0000295;HMDB0001377;HMDB0000902;HMDB0000538;HMDB0002111;HMDB0001487;HMDB0001429	0.5538163569081263	0.13696060037523453	1.3390804135048975	0.38535264406602276	0.38535264406602276
Codeine Action Pathway	SMP0000405	Drug Action	HMDB0004995;HMDB0014440;HMDB0000935;HMDB0060464;HMDB0000295;HMDB0001377;HMDB0001487;HMDB0060657;HMDB0002111;HMDB0001426;HMDB0000902;HMDB0003178;HMDB0000464;HMDB0000588;HMDB0000586;HMDB0000538;HMDB0001341;HMDB0001429;HMDB0000216;HMDB0000259;HMDB0000073	21	8	HMDB0001341;HMDB0001487;HMDB0000295;HMDB0001377;HMDB0000902;HMDB0002111;HMDB0000538;HMDB0001429	0.5538163569081263	0.13696060037523453	1.3390804135048975	0.38535264406602276	0.38535264406602276
Artemether Metabolism Pathway	SMP0000651	Drug Metabolism	HMDB0061088;HMDB0000935;HMDB0000295;HMDB0015643;HMDB0001377;HMDB0001487;HMDB0001426;HMDB0000902;HMDB0002111;HMDB0003178	10	5	HMDB0002111;HMDB0000902;HMDB0001487;HMDB0001377;HMDB0000295	0.6438883541867189	0.13092979127134724	1.3299252555130798	0.38591631944131516	0.38591631944131516
Codeine Metabolism Pathway	SMP0000621	Drug Metabolism	HMDB0004995;HMDB0014440;HMDB0000935;HMDB0060464;HMDB0000295;HMDB0001377;HMDB0001487;HMDB0060657;HMDB0002111;HMDB0001426;HMDB0000902;HMDB0003178	12	5	HMDB0000295;HMDB0000902;HMDB0001377;HMDB0001487;HMDB0002111	0.6438883541867189	0.13092979127134724	1.3299252555130798	0.38591631944131516	0.38591631944131516
Ammonia Recycling	SMP0000009	Metabolic	HMDB0000187;HMDB0000243;HMDB0000051;HMDB0001491;HMDB0000168;HMDB0002111;HMDB0000191;HMDB0000538;HMDB0000641;HMDB0000045;HMDB0000250;HMDB0000148;HMDB0000177;HMDB0000301;HMDB0001967;HMDB0001341;HMDB0001429;HMDB0001096;HMDB0000030;HMDB0000547;HMDB0000902;HMDB0000208;HMDB0001487;HMDB0001846;HMDB0013639;HMDB0012210;HMDB0001533;HMDB0001451;HMDB0001248;HMDB0000123	30	18	HMDB0002111;HMDB0000045;HMDB0001487;HMDB0000538;HMDB0000208;HMDB0001248;HMDB0000191;HMDB0001341;HMDB0001096;HMDB0000148;HMDB0000123;HMDB0001429;HMDB0001451;HMDB0001491;HMDB0000051;HMDB0001967;HMDB0000250;HMDB0000902	0.47467236052176903	0.08141592920353982	1.4334018179655208	0.38667401652243366	0.38667401652243366
Glucose-Alanine Cycle	SMP0000127	Metabolic	HMDB0000161;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0000122;HMDB0059597;HMDB0002111;HMDB0000902;HMDB0000051;HMDB0001487	11	9	HMDB0000208;HMDB0002111;HMDB0000902;HMDB0000122;HMDB0001487;HMDB0000051;HMDB0000148;HMDB0059597;HMDB0001491	0.5801045331964719	0.07116104868913857	1.4343996908316536	0.38797331880677977	0.38797331880677977
Spermidine and Spermine Biosynthesis	SMP0000445	Metabolic	HMDB0000538;HMDB0000696;HMDB0002111;HMDB0001185;HMDB0001429;HMDB0000250;HMDB0000547;HMDB0000586;HMDB0000988;HMDB0001414;HMDB0001173;HMDB0001257;HMDB0001256;HMDB0000214;HMDB0001967;HMDB0001491;HMDB0059597	17	9	HMDB0000250;HMDB0001491;HMDB0001185;HMDB0001967;HMDB0000214;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597	0.5690000379623664	0.08426966292134831	1.4069420799716332	0.3884783924364869	0.3884783924364869
Aldosterone from Steroidogenesis 	SMP0121126	Physiological	HMDB0001201;HMDB0001273;HMDB0001035;HMDB0000067;HMDB0000253;HMDB0003178;HMDB0000016;HMDB0001377;HMDB0001362;HMDB0001547;HMDB0002111;HMDB0000319;HMDB0000037;HMDB0001830;HMDB0000902;HMDB0001487;HMDB0059597	17	6	HMDB0000902;HMDB0001377;HMDB0059597;HMDB0001035;HMDB0002111;HMDB0001487	0.644508670520229	0.09461966604823747	1.4302914565179654	0.38864802649521074	0.38864802649521074
Caffeine Metabolism	SMP0000028	Metabolic	HMDB0001847;HMDB0002825;HMDB0001889;HMDB0001860;HMDB0010738;HMDB0001991;HMDB0011105;HMDB0004400;HMDB0001487;HMDB0001377;HMDB0000902;HMDB0002111;HMDB0001426;HMDB0003178;HMDB0001206;HMDB0001423;HMDB0003099;HMDB0003125;HMDB0001248;HMDB0011107;HMDB0002123;HMDB0011103;HMDB0001982	23	6	HMDB0002111;HMDB0001487;HMDB0001248;HMDB0000902;HMDB0001377;HMDB0003125	0.6078998073217701	0.14100185528756956	1.3490491914242684	0.3887679566660091	0.3887679566660091
Sialuria or French Type Sialuria	SMP0000216	Disease	HMDB0003362;HMDB0003556;HMDB0002111;HMDB0000215;HMDB0000538;HMDB0001341;HMDB0001062;HMDB0001254;HMDB0000042;HMDB0001206;HMDB0001423;HMDB0000124;HMDB0000051;HMDB0000641;HMDB0000148;HMDB0001367;HMDB0000547;HMDB0000285;HMDB0000290;HMDB0000250;HMDB0001129;HMDB0000295;HMDB0000660;HMDB0001514;HMDB0000263;HMDB0000230;HMDB0001429;HMDB0000243;HMDB0001121;HMDB0006268;HMDB0000082;HMDB0001176	32	10	HMDB0000660;HMDB0000295;HMDB0001341;HMDB0000230;HMDB0002111;HMDB0000051;HMDB0000148;HMDB0000538;HMDB0001429;HMDB0000250	0.5497501940603599	0.09549549549549549	1.420961794290599	0.3900112434875726	0.3900112434875726
Tay-Sachs Disease	SMP0000390	Disease	HMDB0003362;HMDB0003556;HMDB0002111;HMDB0000215;HMDB0000538;HMDB0001341;HMDB0001062;HMDB0001254;HMDB0000042;HMDB0001206;HMDB0001423;HMDB0000124;HMDB0000051;HMDB0000641;HMDB0000148;HMDB0001367;HMDB0000547;HMDB0000285;HMDB0000290;HMDB0000250;HMDB0001129;HMDB0000295;HMDB0000660;HMDB0001514;HMDB0000263;HMDB0000230;HMDB0001429;HMDB0000243;HMDB0001121;HMDB0006268;HMDB0000082;HMDB0001176	32	10	HMDB0002111;HMDB0000148;HMDB0001341;HMDB0000660;HMDB0000051;HMDB0000250;HMDB0000538;HMDB0001429;HMDB0000230;HMDB0000295	0.5497501940603599	0.09549549549549549	1.420961794290599	0.3900112434875726	0.3900112434875726
Salla Disease/Infantile Sialic Acid Storage Disease	SMP0000240	Disease	HMDB0003362;HMDB0003556;HMDB0002111;HMDB0000215;HMDB0000538;HMDB0001341;HMDB0001062;HMDB0001254;HMDB0000042;HMDB0001206;HMDB0001423;HMDB0000124;HMDB0000051;HMDB0000641;HMDB0000148;HMDB0001367;HMDB0000547;HMDB0000285;HMDB0000290;HMDB0000250;HMDB0001129;HMDB0000295;HMDB0000660;HMDB0001514;HMDB0000263;HMDB0000230;HMDB0001429;HMDB0000243;HMDB0001121;HMDB0006268;HMDB0000082;HMDB0001176	32	10	HMDB0000660;HMDB0000295;HMDB0001341;HMDB0000230;HMDB0002111;HMDB0000051;HMDB0000148;HMDB0000538;HMDB0001429;HMDB0000250	0.5497501940603599	0.09549549549549549	1.420961794290599	0.3900112434875726	0.3900112434875726
Amino Sugar Metabolism	SMP0000045	Metabolic	HMDB0003362;HMDB0003556;HMDB0002111;HMDB0000215;HMDB0000538;HMDB0001341;HMDB0001062;HMDB0001254;HMDB0000042;HMDB0001206;HMDB0001423;HMDB0000124;HMDB0000051;HMDB0000641;HMDB0000148;HMDB0001367;HMDB0000547;HMDB0000285;HMDB0000290;HMDB0000250;HMDB0001129;HMDB0000295;HMDB0000660;HMDB0001514;HMDB0000263;HMDB0000230;HMDB0001429;HMDB0000243;HMDB0001121;HMDB0006268;HMDB0000082;HMDB0001176	32	10	HMDB0000295;HMDB0000230;HMDB0000148;HMDB0000660;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000250;HMDB0000051;HMDB0001429	0.5497501940603599	0.09549549549549549	1.420961794290599	0.3900112434875726	0.3900112434875726
Alanine Metabolism	SMP0000055	Metabolic	HMDB0000538;HMDB0000161;HMDB0000045;HMDB0000250;HMDB0015532;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000119;HMDB0000123	17	11	HMDB0000223;HMDB0001341;HMDB0000045;HMDB0000148;HMDB0000208;HMDB0001491;HMDB0001333;HMDB0000538;HMDB0000123;HMDB0001429;HMDB0000250	0.49948853349591127	0.15412186379928317	1.3415908411617887	0.39010682605619174	0.39010682605619174
Lactic Acidemia	SMP0000313	Disease	HMDB0000538;HMDB0000161;HMDB0000045;HMDB0000250;HMDB0015532;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000119;HMDB0000123	17	11	HMDB0001429;HMDB0000250;HMDB0001333;HMDB0000148;HMDB0000538;HMDB0001341;HMDB0000223;HMDB0000045;HMDB0000208;HMDB0001491;HMDB0000123	0.49948853349591127	0.15412186379928317	1.3415908411617887	0.39010682605619174	0.39010682605619174
Primary Hyperoxaluria Type I	SMP0000352	Disease	HMDB0000538;HMDB0000161;HMDB0000045;HMDB0000250;HMDB0015532;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000119;HMDB0000123	17	11	HMDB0001341;HMDB0000223;HMDB0000250;HMDB0000045;HMDB0001491;HMDB0000538;HMDB0000148;HMDB0000208;HMDB0000123;HMDB0001429;HMDB0001333	0.49948853349591127	0.15412186379928317	1.3415908411617887	0.39010682605619174	0.39010682605619174
Pyruvate Carboxylase Deficiency	SMP0000350	Disease	HMDB0000538;HMDB0000161;HMDB0000045;HMDB0000250;HMDB0015532;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000119;HMDB0000123	17	11	HMDB0000045;HMDB0001341;HMDB0001491;HMDB0000208;HMDB0000148;HMDB0000223;HMDB0001333;HMDB0000250;HMDB0000538;HMDB0001429;HMDB0000123	0.49948853349591127	0.15412186379928317	1.3415908411617887	0.39010682605619174	0.39010682605619174
Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease	SMP0000374	Disease	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0003345;HMDB0003498;HMDB0001341;HMDB0003391;HMDB0059597;HMDB0000223;HMDB0002111;HMDB0000902;HMDB0001294;HMDB0001967;HMDB0000208;HMDB0001333;HMDB0000538;HMDB0001487;HMDB0000122;HMDB0001429	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Gluconeogenesis	SMP0000128	Metabolic	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0000223;HMDB0001487;HMDB0000208;HMDB0001967;HMDB0003391;HMDB0001429;HMDB0003498;HMDB0000902;HMDB0001294;HMDB0003345;HMDB0000538;HMDB0001333;HMDB0000122;HMDB0002111;HMDB0001341;HMDB0059597	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1)	SMP0000560	Disease	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0001967;HMDB0001487;HMDB0000122;HMDB0001429;HMDB0000223;HMDB0000208;HMDB0000902;HMDB0001333;HMDB0002111;HMDB0001341;HMDB0003345;HMDB0000538;HMDB0003391;HMDB0059597;HMDB0003498;HMDB0001294	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Fructose-1,6-diphosphatase Deficiency	SMP0000562	Disease	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000208;HMDB0059597;HMDB0000223;HMDB0001333;HMDB0000902;HMDB0003391;HMDB0001294;HMDB0003498;HMDB0002111;HMDB0000538;HMDB0000122;HMDB0001429;HMDB0001967	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Triosephosphate Isomerase Deficiency	SMP0000563	Disease	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0002111;HMDB0000122;HMDB0000902;HMDB0001341;HMDB0001294;HMDB0000538;HMDB0003498;HMDB0001429;HMDB0000208;HMDB0059597;HMDB0001487;HMDB0003391;HMDB0001333;HMDB0003345;HMDB0001967;HMDB0000223	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Glycogenosis, Type IA. Von Gierke Disease	SMP0000581	Disease	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0000223;HMDB0001294;HMDB0001487;HMDB0001341;HMDB0000902;HMDB0003391;HMDB0001967;HMDB0000122;HMDB0001429;HMDB0003498;HMDB0002111;HMDB0000538;HMDB0059597;HMDB0003345;HMDB0000208;HMDB0001333	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Glycogenosis, Type IB	SMP0000573	Disease	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0000122;HMDB0000902;HMDB0002111;HMDB0001967;HMDB0001341;HMDB0000538;HMDB0059597;HMDB0003345;HMDB0003498;HMDB0001487;HMDB0000208;HMDB0001333;HMDB0001294;HMDB0001429;HMDB0003391;HMDB0000223	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Glycogenosis, Type IC	SMP0000574	Disease	HMDB0000122;HMDB0001401;HMDB0002111;HMDB0001429;HMDB0001586;HMDB0000547;HMDB0000124;HMDB0003345;HMDB0000538;HMDB0001341;HMDB0003498;HMDB0001058;HMDB0001473;HMDB0001112;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0001294;HMDB0001273;HMDB0000223;HMDB0001201;HMDB0001967;HMDB0001333;HMDB0000156;HMDB0059597;HMDB0000208;HMDB0000243;HMDB0000595;HMDB0000030;HMDB0000190	33	16	HMDB0001967;HMDB0001487;HMDB0000122;HMDB0001429;HMDB0000223;HMDB0000208;HMDB0000902;HMDB0001333;HMDB0002111;HMDB0001341;HMDB0003345;HMDB0000538;HMDB0003391;HMDB0059597;HMDB0003498;HMDB0001294	0.4929646727883765	0.07366482504604052	1.4473170032874993	0.39354682141246716	0.39354682141246716
Succinic Semialdehyde Dehydrogenase Deficiency	SMP0000567	Disease	HMDB0000538;HMDB0000148;HMDB0000051;HMDB0001341;HMDB0001429;HMDB0000641;HMDB0000030;HMDB0000547;HMDB0002111;HMDB0000124;HMDB0001254;HMDB0001206;HMDB0001062;HMDB0001423;HMDB0001178;HMDB0003362;HMDB0000595;HMDB0001096;HMDB0015532;HMDB0001967;HMDB0001128;HMDB0000250;HMDB0000280;HMDB0001554;HMDB0000045;HMDB0001397;HMDB0001179;HMDB0000902;HMDB0001301;HMDB0001487;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0000574;HMDB0001049;HMDB0000123;HMDB0000125;HMDB0003337;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0000112;HMDB0001259;HMDB0000254;HMDB0059597	48	25	HMDB0000223;HMDB0000250;HMDB0001491;HMDB0000254;HMDB0000123;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000221;HMDB0000191;HMDB0000045;HMDB0001096;HMDB0000208;HMDB0001301;HMDB0000574;HMDB0001487;HMDB0059597;HMDB0002111;HMDB0000217;HMDB0001341;HMDB0001259;HMDB0001967;HMDB0000538;HMDB0000148;HMDB0000902	0.4162487882913922	0.10374149659863946	1.3652846799090643	0.3939809023012936	0.3939809023012936
Glutamate Metabolism	SMP0000072	Metabolic	HMDB0000538;HMDB0000148;HMDB0000051;HMDB0001341;HMDB0001429;HMDB0000641;HMDB0000030;HMDB0000547;HMDB0002111;HMDB0000124;HMDB0001254;HMDB0001206;HMDB0001062;HMDB0001423;HMDB0001178;HMDB0003362;HMDB0000595;HMDB0001096;HMDB0015532;HMDB0001967;HMDB0001128;HMDB0000250;HMDB0000280;HMDB0001554;HMDB0000045;HMDB0001397;HMDB0001179;HMDB0000902;HMDB0001301;HMDB0001487;HMDB0000161;HMDB0000208;HMDB0000243;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0000574;HMDB0001049;HMDB0000123;HMDB0000125;HMDB0003337;HMDB0000221;HMDB0000217;HMDB0001248;HMDB0000112;HMDB0001259;HMDB0000254;HMDB0059597	48	25	HMDB0000221;HMDB0000148;HMDB0001341;HMDB0000254;HMDB0001487;HMDB0001491;HMDB0000902;HMDB0000191;HMDB0000223;HMDB0001259;HMDB0000208;HMDB0000123;HMDB0000250;HMDB0000051;HMDB0000045;HMDB0001248;HMDB0000217;HMDB0000574;HMDB0001967;HMDB0001096;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597;HMDB0001301	0.4162487882913922	0.10374149659863946	1.3652846799090643	0.3939809023012936	0.3939809023012936
