"Term.Name"	"Group"	"TermClass"	"TermSize"	"N_Hit"	"Hit"	"ES"	"pvalue_nominal"	"NES"	"FDR"	"Supplement"	"main"
"Histidinemia_smpdb_Disease"	1	"smpdb_Disease"	42	22	"HMDB0003125;HMDB0001377;HMDB0000250;HMDB0000148;HMDB0000939;HMDB0002111;HMDB0000045;HMDB0001185;HMDB0001333;HMDB0001341;HMDB0000221;HMDB0001491;HMDB0000902;HMDB0001487;HMDB0000051;HMDB0000898;HMDB0059597;HMDB0001429;HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001967"	0.490709124080926	0.0358361774744027	1.5555798744219	0.358875236198356	"SMPDB_ID:SMP0000191"	FALSE
"Histidine Metabolism_smpdb_Metabolic"	1	"smpdb_Metabolic"	42	22	"HMDB0001248;HMDB0000538;HMDB0002111;HMDB0000045;HMDB0001341;HMDB0000898;HMDB0000902;HMDB0000221;HMDB0001491;HMDB0001487;HMDB0000217;HMDB0001429;HMDB0001377;HMDB0059597;HMDB0001333;HMDB0003125;HMDB0000051;HMDB0000939;HMDB0000148;HMDB0000250;HMDB0001185;HMDB0001967"	0.490709124080926	0.0358361774744027	1.5555798744219	0.358875236198356	"SMPDB_ID:SMP0000044"	FALSE
"Purine metabolism_kegg_Nucleotide metabolism"	1	"kegg_Nucleotide metabolism"	73	20	"HMDB0000148;HMDB0000191;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000902;HMDB0000299;HMDB0000123;HMDB0000538;HMDB0000217;HMDB0001487;HMDB0000134;HMDB0003125;HMDB0000045;HMDB0000221;HMDB0001967;HMDB0001341;HMDB0001377;HMDB0000250;HMDB0001429"	0.406960045311722	0.182456140350877	1.2549543159552	0.368141649951264	"KEGG_ID:map00230"	FALSE
"Nicotinate and nicotinamide metabolism_kegg_Cofactors and vitamins metabolism"	1	"kegg_Cofactors and vitamins metabolism"	35	21	"HMDB0001487;HMDB0001185;HMDB0000902;HMDB0000939;HMDB0000250;HMDB0001341;HMDB0001429;HMDB0000232;HMDB0012285;HMDB0002111;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0001406;HMDB0001377;HMDB0059597;HMDB0000221;HMDB0003125;HMDB0000045;HMDB0000538;HMDB0000148"	0.38326145421478	0.221453287197232	1.19810477588217	0.372421195936747	"KEGG_ID:map00760"	FALSE
"S-Adenosylhomocysteine (SAH) Hydrolase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	42	18	"HMDB0003125;HMDB0001487;HMDB0000051;HMDB0001967;HMDB0000574;HMDB0001491;HMDB0000123;HMDB0001185;HMDB0001429;HMDB0000902;HMDB0000099;HMDB0001377;HMDB0000045;HMDB0000538;HMDB0000939;HMDB0000250;HMDB0002111;HMDB0001248"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000214"	FALSE
"Cystathionine beta-Synthase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	42	18	"HMDB0000574;HMDB0001248;HMDB0000051;HMDB0000902;HMDB0000099;HMDB0000939;HMDB0000250;HMDB0000045;HMDB0001491;HMDB0001487;HMDB0001967;HMDB0000538;HMDB0000123;HMDB0001377;HMDB0003125;HMDB0001429;HMDB0001185;HMDB0002111"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000177"	FALSE
"Glycine N-Methyltransferase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	42	18	"HMDB0001248;HMDB0002111;HMDB0001185;HMDB0003125;HMDB0000051;HMDB0000574;HMDB0000045;HMDB0000902;HMDB0000099;HMDB0001967;HMDB0001491;HMDB0000939;HMDB0000123;HMDB0000538;HMDB0001487;HMDB0001377;HMDB0001429;HMDB0000250"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000222"	FALSE
"Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)-SMP0000340_smpdb_Disease"	1	"smpdb_Disease"	42	18	"HMDB0001248;HMDB0002111;HMDB0001185;HMDB0003125;HMDB0000051;HMDB0000574;HMDB0000045;HMDB0000902;HMDB0000099;HMDB0001967;HMDB0001491;HMDB0000939;HMDB0000123;HMDB0000538;HMDB0001487;HMDB0001377;HMDB0001429;HMDB0000250"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000340"	FALSE
"Methionine Adenosyltransferase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	42	18	"HMDB0001967;HMDB0001487;HMDB0001185;HMDB0000574;HMDB0001429;HMDB0001491;HMDB0000902;HMDB0000250;HMDB0001248;HMDB0003125;HMDB0000045;HMDB0000099;HMDB0000538;HMDB0001377;HMDB0000051;HMDB0000123;HMDB0000939;HMDB0002111"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000221"	FALSE
"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type_smpdb_Disease"	1	"smpdb_Disease"	42	18	"HMDB0001429;HMDB0003125;HMDB0001377;HMDB0001487;HMDB0000250;HMDB0000051;HMDB0000099;HMDB0001248;HMDB0000939;HMDB0002111;HMDB0000538;HMDB0000045;HMDB0001967;HMDB0000574;HMDB0001491;HMDB0001185;HMDB0000123;HMDB0000902"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000570"	FALSE
"Hypermethioninemia_smpdb_Disease"	1	"smpdb_Disease"	42	18	"HMDB0003125;HMDB0001487;HMDB0000051;HMDB0001967;HMDB0000574;HMDB0001491;HMDB0000123;HMDB0001185;HMDB0001429;HMDB0000902;HMDB0000099;HMDB0001377;HMDB0000045;HMDB0000538;HMDB0000939;HMDB0000250;HMDB0002111;HMDB0001248"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000341"	FALSE
"Methionine Metabolism_smpdb_Metabolic"	1	"smpdb_Metabolic"	42	18	"HMDB0000574;HMDB0001248;HMDB0000051;HMDB0000902;HMDB0000099;HMDB0000939;HMDB0000250;HMDB0000045;HMDB0001491;HMDB0001487;HMDB0001967;HMDB0000538;HMDB0000123;HMDB0001377;HMDB0003125;HMDB0001429;HMDB0001185;HMDB0002111"	0.451682189286364	0.111504424778761	1.36397676610881	0.374671499432383	"SMPDB_ID:SMP0000033"	FALSE
"Folate Metabolism_smpdb_Metabolic"	1	"smpdb_Metabolic"	29	15	"HMDB0001248;HMDB0001341;HMDB0002111;HMDB0059597;HMDB0000051;HMDB0000902;HMDB0000221;HMDB0001967;HMDB0000148;HMDB0001491;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001562;HMDB0001429"	0.492478338757645	0.0868761552680222	1.41328705103575	0.376694769922633	"SMPDB_ID:SMP0000053"	FALSE
"Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)-SMP0000543_smpdb_Disease"	1	"smpdb_Disease"	29	15	"HMDB0000217;HMDB0001248;HMDB0000051;HMDB0000221;HMDB0001341;HMDB0000902;HMDB0001562;HMDB0001491;HMDB0001487;HMDB0001967;HMDB0000538;HMDB0000148;HMDB0059597;HMDB0001429;HMDB0002111"	0.492478338757645	0.0868761552680222	1.41328705103575	0.376694769922633	"SMPDB_ID:SMP0000543"	FALSE
"Folate Malabsorption, Hereditary_smpdb_Disease"	1	"smpdb_Disease"	29	15	"HMDB0001248;HMDB0000902;HMDB0000148;HMDB0001491;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000217;HMDB0001487;HMDB0059597;HMDB0000221;HMDB0000051;HMDB0001429;HMDB0001967;HMDB0001562"	0.492478338757645	0.0868761552680222	1.41328705103575	0.376694769922633	"SMPDB_ID:SMP0000724"	FALSE
"Warburg Effect_smpdb_Metabolic"	1	"smpdb_Metabolic"	57	22	"HMDB0001248;HMDB0000538;HMDB0002111;HMDB0000223;HMDB0001341;HMDB0000122;HMDB0000902;HMDB0000208;HMDB0000254;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000134;HMDB0003498;HMDB0001072;HMDB0001429;HMDB0059597;HMDB0001333;HMDB0000051;HMDB0000148;HMDB0003391;HMDB0001967"	0.427463463202703	0.112627986348123	1.35508701138223	0.37835334467623	"SMPDB_ID:SMP0000654"	FALSE
"The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxyglutaric aciduria _smpdb_Disease"	1	"smpdb_Disease"	40	19	"HMDB0002111;HMDB0001341;HMDB0000051;HMDB0000254;HMDB0000217;HMDB0000134;HMDB0000148;HMDB0000221;HMDB0000208;HMDB0059597;HMDB0001487;HMDB0001967;HMDB0001072;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0001333;HMDB0000223;HMDB0000902"	0.437502634977927	0.126315789473684	1.33889376395083	0.378599456595473	"SMPDB_ID:SMP0002358"	FALSE
"The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxyglutaric aciduria _smpdb_Disease"	1	"smpdb_Disease"	41	19	"HMDB0001487;HMDB0000051;HMDB0000208;HMDB0000902;HMDB0000254;HMDB0001341;HMDB0000223;HMDB0001429;HMDB0001072;HMDB0002111;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0001333;HMDB0059597;HMDB0000134;HMDB0000221;HMDB0000538;HMDB0000148"	0.437502634977927	0.126315789473684	1.33889376395083	0.378599456595473	"SMPDB_ID:SMP0002359"	FALSE
"The Oncogenic Action of 2-Hydroxyglutarate_smpdb_Disease"	1	"smpdb_Disease"	39	19	"HMDB0000148;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000902;HMDB0000538;HMDB0000217;HMDB0001487;HMDB0000223;HMDB0000134;HMDB0000208;HMDB0001333;HMDB0059597;HMDB0000221;HMDB0001967;HMDB0000254;HMDB0001341;HMDB0001072;HMDB0001429"	0.437502634977927	0.126315789473684	1.33889376395083	0.378599456595473	"SMPDB_ID:SMP0002291"	FALSE
"Pyruvate metabolism_kegg_Carbohydrate metabolism"	1	"kegg_Carbohydrate metabolism"	47	17	"HMDB0001429;HMDB0001311;HMDB0001487;HMDB0000250;HMDB0001333;HMDB0000217;HMDB0000990;HMDB0000538;HMDB0001248;HMDB0002111;HMDB0001341;HMDB0000223;HMDB0000045;HMDB0000221;HMDB0059597;HMDB0001967;HMDB0000902"	0.423762526967395	0.171681415929204	1.26784750619597	0.378748210981953	"KEGG_ID:map00620"	FALSE
"Methotrexate Action Pathway_smpdb_Drug Action"	1	"smpdb_Drug Action"	30	16	"HMDB0001967;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001248;HMDB0001429;HMDB0000902;HMDB0001341;HMDB0001487;HMDB0000051;HMDB0000148;HMDB0014703;HMDB0059597;HMDB0001562;HMDB0000217;HMDB0001491"	0.463456807779247	0.116022099447514	1.36068354430786	0.3792519959825	"SMPDB_ID:SMP0000432"	FALSE
"Mitochondrial Electron Transport Chain_smpdb_Metabolic"	1	"smpdb_Metabolic"	18	12	"HMDB0001248;HMDB0000134;HMDB0000902;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001072;HMDB0001377;HMDB0001487;HMDB0059597;HMDB0001429"	0.486361417536011	0.141304347826087	1.33687277154233	0.37967539717562	"SMPDB_ID:SMP0000355"	FALSE
"Citric Acid Cycle_smpdb_Metabolic"	1	"smpdb_Metabolic"	32	15	"HMDB0001341;HMDB0001487;HMDB0000208;HMDB0001248;HMDB0059597;HMDB0000223;HMDB0000134;HMDB0001333;HMDB0000254;HMDB0000902;HMDB0001072;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001967"	0.493262443255604	0.0868761552680222	1.41553723068105	0.38210729059511	"SMPDB_ID:SMP0000057"	FALSE
"Congenital Lactic Acidosis_smpdb_Disease"	1	"smpdb_Disease"	32	15	"HMDB0001248;HMDB0001341;HMDB0000223;HMDB0059597;HMDB0000134;HMDB0000902;HMDB0001967;HMDB0000208;HMDB0001072;HMDB0001333;HMDB0000538;HMDB0000254;HMDB0001487;HMDB0001429;HMDB0002111"	0.493262443255604	0.0868761552680222	1.41553723068105	0.38210729059511	"SMPDB_ID:SMP0000546"	FALSE
"Fumarase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	32	15	"HMDB0002111;HMDB0001487;HMDB0000538;HMDB0000208;HMDB0001248;HMDB0001341;HMDB0001333;HMDB0000223;HMDB0001429;HMDB0000254;HMDB0001072;HMDB0001967;HMDB0000134;HMDB0000902;HMDB0059597"	0.493262443255604	0.0868761552680222	1.41553723068105	0.38210729059511	"SMPDB_ID:SMP0000547"	FALSE
"Mitochondrial Complex II Deficiency_smpdb_Disease"	1	"smpdb_Disease"	32	15	"HMDB0001487;HMDB0001072;HMDB0000134;HMDB0001429;HMDB0000223;HMDB0000208;HMDB0000902;HMDB0001333;HMDB0001248;HMDB0001341;HMDB0000538;HMDB0000254;HMDB0001967;HMDB0059597;HMDB0002111"	0.493262443255604	0.0868761552680222	1.41553723068105	0.38210729059511	"SMPDB_ID:SMP0000548"	FALSE
"Pyruvate Dehydrogenase Deficiency (E2)_smpdb_Disease"	1	"smpdb_Disease"	32	15	"HMDB0001341;HMDB0001487;HMDB0000208;HMDB0001248;HMDB0059597;HMDB0000223;HMDB0000134;HMDB0001333;HMDB0000254;HMDB0000902;HMDB0001072;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001967"	0.493262443255604	0.0868761552680222	1.41553723068105	0.38210729059511	"SMPDB_ID:SMP0000551"	FALSE
"Pyruvate Dehydrogenase Deficiency (E3)_smpdb_Disease"	1	"smpdb_Disease"	32	15	"HMDB0002111;HMDB0000902;HMDB0001341;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000208;HMDB0059597;HMDB0000254;HMDB0001487;HMDB0001333;HMDB0000223;HMDB0001967;HMDB0000134;HMDB0001072"	0.493262443255604	0.0868761552680222	1.41553723068105	0.38210729059511	"SMPDB_ID:SMP0000550"	FALSE
"2-Ketoglutarate Dehydrogenase Complex Deficiency_smpdb_Disease"	1	"smpdb_Disease"	32	15	"HMDB0001248;HMDB0000902;HMDB0000134;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001333;HMDB0001072;HMDB0001487;HMDB0000208;HMDB0059597;HMDB0001429;HMDB0001967;HMDB0000223"	0.493262443255604	0.0868761552680222	1.41553723068105	0.38210729059511	"SMPDB_ID:SMP0000549"	FALSE
"Thioguanine Action Pathway_smpdb_Drug Action"	1	"smpdb_Drug Action"	85	23	"HMDB0002111;HMDB0000123;HMDB0001341;HMDB0000051;HMDB0000217;HMDB0001377;HMDB0000134;HMDB0000299;HMDB0000148;HMDB0000191;HMDB0001185;HMDB0000221;HMDB0003125;HMDB0001487;HMDB0001967;HMDB0000045;HMDB0000250;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0014496;HMDB0000902;HMDB0000939"	0.420015757414935	0.114982578397213	1.32931169023854	0.385116136271257	"SMPDB_ID:SMP0000430"	FALSE
"Arginine and proline metabolism_humanGEM"	1	"humanGEM"	65	31	"HMDB0006875;HMDB0000221;HMDB0000148;HMDB0001341;HMDB0000294;HMDB0000254;HMDB0000725;HMDB0000214;HMDB0000064;HMDB0000904;HMDB0001377;HMDB0003125;HMDB0000939;HMDB0001487;HMDB0000902;HMDB0000191;HMDB0000162;HMDB0000517;HMDB0000223;HMDB0000128;HMDB0003411;HMDB0006556;HMDB0000208;HMDB0000123;HMDB0001248;HMDB0000217;HMDB0001185;HMDB0006078;HMDB0001967;HMDB0002111;HMDB0000538"	0.533436464730598	0.0016750418760469	1.84138888493225	0.385909632592054	""	FALSE
"Ammonia Recycling_smpdb_Metabolic"	1	"smpdb_Metabolic"	30	18	"HMDB0002111;HMDB0000045;HMDB0001487;HMDB0000538;HMDB0000208;HMDB0001248;HMDB0000191;HMDB0001341;HMDB0001096;HMDB0000148;HMDB0000123;HMDB0001429;HMDB0001451;HMDB0001491;HMDB0000051;HMDB0001967;HMDB0000250;HMDB0000902"	0.474672360521769	0.0814159292035398	1.43340181796552	0.386674016522434	"SMPDB_ID:SMP0000009"	FALSE
"Alanine Metabolism_smpdb_Metabolic"	1	"smpdb_Metabolic"	17	11	"HMDB0000223;HMDB0001341;HMDB0000045;HMDB0000148;HMDB0000208;HMDB0001491;HMDB0001333;HMDB0000538;HMDB0000123;HMDB0001429;HMDB0000250"	0.499488533495911	0.154121863799283	1.34159084116179	0.390106826056192	"SMPDB_ID:SMP0000055"	FALSE
"Lactic Acidemia_smpdb_Disease"	1	"smpdb_Disease"	17	11	"HMDB0001429;HMDB0000250;HMDB0001333;HMDB0000148;HMDB0000538;HMDB0001341;HMDB0000223;HMDB0000045;HMDB0000208;HMDB0001491;HMDB0000123"	0.499488533495911	0.154121863799283	1.34159084116179	0.390106826056192	"SMPDB_ID:SMP0000313"	FALSE
"Primary Hyperoxaluria Type I_smpdb_Disease"	1	"smpdb_Disease"	17	11	"HMDB0001341;HMDB0000223;HMDB0000250;HMDB0000045;HMDB0001491;HMDB0000538;HMDB0000148;HMDB0000208;HMDB0000123;HMDB0001429;HMDB0001333"	0.499488533495911	0.154121863799283	1.34159084116179	0.390106826056192	"SMPDB_ID:SMP0000352"	FALSE
"Pyruvate Carboxylase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	17	11	"HMDB0000045;HMDB0001341;HMDB0001491;HMDB0000208;HMDB0000148;HMDB0000223;HMDB0001333;HMDB0000250;HMDB0000538;HMDB0001429;HMDB0000123"	0.499488533495911	0.154121863799283	1.34159084116179	0.390106826056192	"SMPDB_ID:SMP0000350"	FALSE
"Succinic Semialdehyde Dehydrogenase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	48	25	"HMDB0000223;HMDB0000250;HMDB0001491;HMDB0000254;HMDB0000123;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000221;HMDB0000191;HMDB0000045;HMDB0001096;HMDB0000208;HMDB0001301;HMDB0000574;HMDB0001487;HMDB0059597;HMDB0002111;HMDB0000217;HMDB0001341;HMDB0001259;HMDB0001967;HMDB0000538;HMDB0000148;HMDB0000902"	0.416248788291392	0.103741496598639	1.36528467990906	0.393980902301294	"SMPDB_ID:SMP0000567"	FALSE
"Glutamate Metabolism_smpdb_Metabolic"	1	"smpdb_Metabolic"	48	25	"HMDB0000221;HMDB0000148;HMDB0001341;HMDB0000254;HMDB0001487;HMDB0001491;HMDB0000902;HMDB0000191;HMDB0000223;HMDB0001259;HMDB0000208;HMDB0000123;HMDB0000250;HMDB0000051;HMDB0000045;HMDB0001248;HMDB0000217;HMDB0000574;HMDB0001967;HMDB0001096;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597;HMDB0001301"	0.416248788291392	0.103741496598639	1.36528467990906	0.393980902301294	"SMPDB_ID:SMP0000072"	FALSE
"4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	48	25	"HMDB0000208;HMDB0000223;HMDB0000902;HMDB0001301;HMDB0000538;HMDB0000254;HMDB0001487;HMDB0001491;HMDB0000250;HMDB0001248;HMDB0001259;HMDB0000148;HMDB0059597;HMDB0000123;HMDB0001967;HMDB0002111;HMDB0001429;HMDB0001341;HMDB0000191;HMDB0000045;HMDB0000574;HMDB0000051;HMDB0001096;HMDB0000217;HMDB0000221"	0.416248788291392	0.103741496598639	1.36528467990906	0.393980902301294	"SMPDB_ID:SMP0000243"	FALSE
"2-Hydroxyglutric Aciduria (D and L Form)_smpdb_Disease"	1	"smpdb_Disease"	48	25	"HMDB0000208;HMDB0001487;HMDB0000051;HMDB0000902;HMDB0000254;HMDB0000250;HMDB0001301;HMDB0001341;HMDB0000223;HMDB0001429;HMDB0001096;HMDB0002111;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0000574;HMDB0059597;HMDB0000221;HMDB0001491;HMDB0001259;HMDB0000123;HMDB0000191;HMDB0000045;HMDB0000538;HMDB0000148"	0.416248788291392	0.103741496598639	1.36528467990906	0.393980902301294	"SMPDB_ID:SMP0000136"	FALSE
"Homocarnosinosis_smpdb_Disease"	1	"smpdb_Disease"	48	25	"HMDB0000208;HMDB0000223;HMDB0000902;HMDB0001301;HMDB0000538;HMDB0000254;HMDB0001487;HMDB0001491;HMDB0000250;HMDB0001248;HMDB0001259;HMDB0000148;HMDB0059597;HMDB0000123;HMDB0001967;HMDB0002111;HMDB0001429;HMDB0001341;HMDB0000191;HMDB0000045;HMDB0000574;HMDB0000051;HMDB0001096;HMDB0000217;HMDB0000221"	0.416248788291392	0.103741496598639	1.36528467990906	0.393980902301294	"SMPDB_ID:SMP0000385"	FALSE
"Hyperinsulinism-Hyperammonemia Syndrome_smpdb_Disease"	1	"smpdb_Disease"	48	25	"HMDB0000223;HMDB0000208;HMDB0000191;HMDB0001248;HMDB0000574;HMDB0001341;HMDB0000902;HMDB0000148;HMDB0059597;HMDB0000254;HMDB0001487;HMDB0000051;HMDB0000538;HMDB0001259;HMDB0000045;HMDB0000123;HMDB0000217;HMDB0001967;HMDB0000221;HMDB0002111;HMDB0001429;HMDB0001301;HMDB0001096;HMDB0000250;HMDB0001491"	0.416248788291392	0.103741496598639	1.36528467990906	0.393980902301294	"SMPDB_ID:SMP0000339"	FALSE
"Azathioprine Action Pathway_smpdb_Drug Action"	1	"smpdb_Drug Action"	86	22	"HMDB0000148;HMDB0000191;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000902;HMDB0000299;HMDB0000123;HMDB0000538;HMDB0000217;HMDB0001487;HMDB0000134;HMDB0003125;HMDB0000939;HMDB0000045;HMDB0000221;HMDB0001185;HMDB0001967;HMDB0001341;HMDB0001377;HMDB0000250;HMDB0001429"	0.439512113006379	0.0989761092150171	1.39328201577237	0.40138117607595	"SMPDB_ID:SMP0000427"	FALSE
"Mercaptopurine Action Pathway_smpdb_Drug Action"	1	"smpdb_Drug Action"	84	22	"HMDB0000134;HMDB0000191;HMDB0001248;HMDB0001185;HMDB0000902;HMDB0001341;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000299;HMDB0001487;HMDB0000051;HMDB0000538;HMDB0000045;HMDB0000123;HMDB0000217;HMDB0000939;HMDB0001967;HMDB0000221;HMDB0002111;HMDB0001429;HMDB0000250"	0.439512113006379	0.0989761092150171	1.39328201577237	0.40138117607595	"SMPDB_ID:SMP0000428"	FALSE
"Sarcosinemia_smpdb_Disease"	1	"smpdb_Disease"	56	26	"HMDB0001248;HMDB0000538;HMDB0000574;HMDB0002111;HMDB0002134;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000517;HMDB0000902;HMDB0000208;HMDB0001451;HMDB0001491;HMDB0001487;HMDB0000064;HMDB0001429;HMDB0001377;HMDB0000099;HMDB0000128;HMDB0003125;HMDB0000051;HMDB0000939;HMDB0000148;HMDB0000250;HMDB0001185;HMDB0001967"	0.443189884600684	0.0457627118644068	1.46731810401037	0.415887252351171	"SMPDB_ID:SMP0000244"	FALSE
"Hyperglycinemia, Non-Ketotic_smpdb_Disease"	1	"smpdb_Disease"	56	26	"HMDB0002134;HMDB0000208;HMDB0000902;HMDB0003125;HMDB0000538;HMDB0000128;HMDB0001487;HMDB0001491;HMDB0000250;HMDB0001248;HMDB0000148;HMDB0002111;HMDB0001967;HMDB0000123;HMDB0001185;HMDB0001429;HMDB0001341;HMDB0001451;HMDB0000045;HMDB0001377;HMDB0000517;HMDB0000064;HMDB0000574;HMDB0000099;HMDB0000051;HMDB0000939"	0.443189884600684	0.0457627118644068	1.46731810401037	0.415887252351171	"SMPDB_ID:SMP0000485"	FALSE
"Dimethylglycine Dehydrogenase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	56	26	"HMDB0000064;HMDB0000045;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000051;HMDB0001967;HMDB0000574;HMDB0000208;HMDB0002134;HMDB0001429;HMDB0001491;HMDB0000250;HMDB0000517;HMDB0001487;HMDB0000939;HMDB0001451;HMDB0000128;HMDB0001185;HMDB0000902;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0000099;HMDB0000148;HMDB0000123"	0.443189884600684	0.0457627118644068	1.46731810401037	0.415887252351171	"SMPDB_ID:SMP0000484"	FALSE
"Glycine and Serine Metabolism_smpdb_Metabolic"	1	"smpdb_Metabolic"	56	26	"HMDB0000939;HMDB0001451;HMDB0000250;HMDB0001491;HMDB0000123;HMDB0000064;HMDB0003125;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000045;HMDB0000517;HMDB0000208;HMDB0001185;HMDB0000574;HMDB0000099;HMDB0001487;HMDB0002111;HMDB0002134;HMDB0001341;HMDB0001967;HMDB0000538;HMDB0000128;HMDB0000148;HMDB0001377;HMDB0000902"	0.443189884600684	0.0457627118644068	1.46731810401037	0.415887252351171	"SMPDB_ID:SMP0000004"	FALSE
"Dihydropyrimidine Dehydrogenase Deficiency (DHPD)_smpdb_Disease"	1	"smpdb_Disease"	56	26	"HMDB0001248;HMDB0000538;HMDB0000574;HMDB0002111;HMDB0002134;HMDB0000045;HMDB0000123;HMDB0001341;HMDB0000517;HMDB0000902;HMDB0000208;HMDB0001451;HMDB0001491;HMDB0001487;HMDB0000064;HMDB0001429;HMDB0001377;HMDB0000099;HMDB0000128;HMDB0003125;HMDB0000051;HMDB0000939;HMDB0000148;HMDB0000250;HMDB0001185;HMDB0001967"	0.443189884600684	0.0457627118644068	1.46731810401037	0.415887252351171	"SMPDB_ID:SMP0000179"	FALSE
"3-Phosphoglycerate Dehydrogenase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	56	26	"HMDB0000939;HMDB0001451;HMDB0000250;HMDB0001491;HMDB0000123;HMDB0000064;HMDB0003125;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000045;HMDB0000517;HMDB0000208;HMDB0001185;HMDB0000574;HMDB0000099;HMDB0001487;HMDB0002111;HMDB0002134;HMDB0001341;HMDB0001967;HMDB0000538;HMDB0000128;HMDB0000148;HMDB0001377;HMDB0000902"	0.443189884600684	0.0457627118644068	1.46731810401037	0.415887252351171	"SMPDB_ID:SMP0000721"	FALSE
"Non-Ketotic Hyperglycinemia_smpdb_Disease"	1	"smpdb_Disease"	56	26	"HMDB0000064;HMDB0000045;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000051;HMDB0001967;HMDB0000574;HMDB0000208;HMDB0002134;HMDB0001429;HMDB0001491;HMDB0000250;HMDB0000517;HMDB0001487;HMDB0000939;HMDB0001451;HMDB0000128;HMDB0001185;HMDB0000902;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0000099;HMDB0000148;HMDB0000123"	0.443189884600684	0.0457627118644068	1.46731810401037	0.415887252351171	"SMPDB_ID:SMP0000223"	FALSE
"Glutaminolysis and Cancer_smpdb_Disease"	1	"smpdb_Disease"	43	22	"HMDB0000217;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0001333;HMDB0000221;HMDB0000051;HMDB0001967;HMDB0000208;HMDB0000191;HMDB0000223;HMDB0001429;HMDB0001491;HMDB0001487;HMDB0001072;HMDB0000134;HMDB0001377;HMDB0000254;HMDB0000902;HMDB0002111;HMDB0000148;HMDB0059597"	0.483057377295786	0.0460750853242321	1.53132333889196	0.419521524967681	"SMPDB_ID:SMP0002298"	FALSE
"Xanthinuria Type I_smpdb_Disease"	1	"smpdb_Disease"	72	20	"HMDB0002111;HMDB0000123;HMDB0001341;HMDB0000051;HMDB0000217;HMDB0001377;HMDB0000134;HMDB0000299;HMDB0000148;HMDB0000191;HMDB0000221;HMDB0001487;HMDB0003125;HMDB0001967;HMDB0000045;HMDB0000250;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000902"	0.406960045311722	0.182456140350877	1.2549543159552	0.427205479042593	"SMPDB_ID:SMP0000512"	FALSE
