SMPDB.Name	SMPDB.ID	Pathway.Class	TermSize	N_Hit	Hit	ES	pvalue_nominal	NES	FDR
Imipramine Action Pathway	SMP0000422	Drug Action	22	11	HMDB0000217;HMDB0000221;HMDB0001341;HMDB0015282;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001377;HMDB0059597;HMDB0001429;HMDB0002111	0.4157958598840453	0.32437275985663083	1.1167982446147424	0.5023830834939349
Retinol Metabolism	SMP0000074	Metabolic	33	7	HMDB0000902;HMDB0001377;HMDB0002111;HMDB0001852;HMDB0000221;HMDB0001487;HMDB0000217	0.4807614123198145	0.3255395683453237	1.126504329749257	0.5164257392846331
Vitamin A Deficiency	SMP0000336	Disease	33	7	HMDB0001377;HMDB0002111;HMDB0001487;HMDB0000217;HMDB0000221;HMDB0001852;HMDB0000902	0.4807614123198145	0.3255395683453237	1.126504329749257	0.5164257392846331
Ibuprofen Action Pathway	SMP0000086	Drug Action	76	15	HMDB0002111;HMDB0000148;HMDB0005079;HMDB0005998;HMDB0001509;HMDB0001925;HMDB0000221;HMDB0004244;HMDB0059597;HMDB0003125;HMDB0000217;HMDB0001377;HMDB0004238;HMDB0000295;HMDB0003080	0.3835363688036255	0.34750462107208874	1.1006514215403533	0.5167254189635128
Long-Chain-3-Hydroxyacyl-CoA Dehydrogenase Deficiency (LCHAD)	SMP0000544	Disease	34	9	HMDB0003948;HMDB0000902;HMDB0059597;HMDB0003932;HMDB0002111;HMDB0000221;HMDB0003937;HMDB0001487;HMDB0000217	0.4612926380012238	0.3202247191011236	1.1406185945245386	0.5177777490938208
Fatty Acid Elongation in Mitochondria	SMP0000054	Metabolic	34	9	HMDB0002111;HMDB0003948;HMDB0003932;HMDB0003937;HMDB0000221;HMDB0059597;HMDB0001487;HMDB0000217;HMDB0000902	0.4612926380012238	0.3202247191011236	1.1406185945245386	0.5177777490938208
Methylmalonic Aciduria Due to Cobalamin-Related Disorders	SMP0000201	Disease	43	16	HMDB0001487;HMDB0001275;HMDB0001429;HMDB0001491;HMDB0000208;HMDB0000902;HMDB0001333;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000045;HMDB0000148;HMDB0059597;HMDB0001967	0.38400272935770274	0.2983425414364641	1.127410766302107	0.5184668571838227
Propanoate Metabolism	SMP0000016	Metabolic	43	16	HMDB0001248;HMDB0001341;HMDB0059597;HMDB0001275;HMDB0000902;HMDB0000045;HMDB0001967;HMDB0000208;HMDB0001491;HMDB0000148;HMDB0001333;HMDB0000538;HMDB0001487;HMDB0001429;HMDB0002111;HMDB0000250	0.38400272935770274	0.2983425414364641	1.127410766302107	0.5184668571838227
Malonic Aciduria	SMP0000198	Disease	43	16	HMDB0001487;HMDB0001275;HMDB0001429;HMDB0001491;HMDB0000208;HMDB0000902;HMDB0001333;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000045;HMDB0000148;HMDB0059597;HMDB0001967	0.38400272935770274	0.2983425414364641	1.127410766302107	0.5184668571838227
Malonyl-CoA Decarboxylase Deficiency	SMP0000502	Disease	43	16	HMDB0001341;HMDB0000045;HMDB0001487;HMDB0001491;HMDB0000208;HMDB0001248;HMDB0059597;HMDB0000148;HMDB0001333;HMDB0000902;HMDB0000250;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001275;HMDB0001967	0.38400272935770274	0.2983425414364641	1.127410766302107	0.5184668571838227
Irinotecan Action Pathway	SMP0000433	Drug Action	11	5	HMDB0001341;HMDB0000295;HMDB0001429;HMDB0002111;HMDB0000538	0.5487273214435984	0.31309297912713474	1.1333740056529475	0.5196448326247841
Irinotecan Metabolism Pathway	SMP0000600	Drug Metabolism	11	5	HMDB0000295;HMDB0001429;HMDB0001341;HMDB0000538;HMDB0002111	0.5487273214435984	0.31309297912713474	1.1333740056529475	0.5196448326247841
Morphine Action Pathway	SMP0000406	Drug Action	16	5	HMDB0001429;HMDB0000295;HMDB0000538;HMDB0002111;HMDB0001341	0.5487273214435984	0.31309297912713474	1.1333740056529475	0.5196448326247841
Selenoamino Acid Metabolism	SMP0000029	Metabolic	27	10	HMDB0000051;HMDB0001491;HMDB0001429;HMDB0000902;HMDB0000045;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0004112	0.44146942516708293	0.3153153153153153	1.141084065612866	0.5207035738198657
Fentanyl Action Pathway	SMP0000415	Drug Action	11	5	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0014951;HMDB0001341	0.5474237306938274	0.31309297912713474	1.1306814918814205	0.5215089335436414
Amiodarone Action Pathway	SMP0000665	Drug Action	11	5	HMDB0001341;HMDB0000538;HMDB0059597;HMDB0001429;HMDB0002111	0.5465601569262766	0.31499051233396586	1.128897815323215	0.5232047587432911
Celecoxib Action Pathway	SMP0000096	Drug Action	73	14	HMDB0005014;HMDB0003080;HMDB0001509;HMDB0004244;HMDB0005079;HMDB0000148;HMDB0001377;HMDB0000295;HMDB0059597;HMDB0005998;HMDB0002111;HMDB0000221;HMDB0004238;HMDB0000217	0.3998033741533534	0.30091743119266057	1.1345557528937853	0.523566438090109
Trandolapril Action Pathway	SMP0000157	Drug Action	12	4	HMDB0002111;HMDB0001035;HMDB0014660;HMDB0001980	0.5947191157217313	0.3157894736842105	1.135573803983589	0.5242045674396862
Naloxone Action Pathway	SMP0000688	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Naltrexone Action Pathway	SMP0000687	Drug Action	11	4	HMDB0001341;HMDB0000538;HMDB0001429;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Ketobemidone  Action Pathway	SMP0000690	Drug Action	11	4	HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Pentazocine Action Pathway	SMP0000686	Drug Action	11	4	HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Nalbuphine Action Pathway	SMP0000691	Drug Action	11	4	HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Alvimopan Action Pathway	SMP0000685	Drug Action	11	4	HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Buprenorphine Action Pathway	SMP0000684	Drug Action	11	4	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Levallorphan Action Pathway	SMP0000683	Drug Action	11	4	HMDB0000538;HMDB0001429;HMDB0001341;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Ethylmorphine Action Pathway	SMP0000681	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Dimethylthiambutene Action Pathway	SMP0000680	Drug Action	11	4	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
3-Methylthiofentanyl Action Pathway	SMP0000679	Drug Action	11	4	HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Dihydromorphine Action Pathway	SMP0000689	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Neuron Function	SMP0000224	Physiological	10	4	HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Methadyl Acetate Action Pathway	SMP0000678	Drug Action	11	4	HMDB0002111;HMDB0000538;HMDB0001341;HMDB0001429	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Proparacaine Action Pathway	SMP0000403	Drug Action	11	4	HMDB0002111;HMDB0000538;HMDB0001341;HMDB0001429	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Tramadol Action Action Pathway	SMP0000671	Drug Action	11	4	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Levorphanol Action Pathway	SMP0000673	Drug Action	11	4	HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Anileridine Action Pathway	SMP0000674	Drug Action	11	4	HMDB0001341;HMDB0000538;HMDB0001429;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Diphenoxylate Action Pathway	SMP0000675	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Dezocine Action Pathway	SMP0000676	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Benzocaine Action Pathway	SMP0000392	Drug Action	11	4	HMDB0000538;HMDB0001429;HMDB0001341;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Chloroprocaine Action Pathway	SMP0000394	Drug Action	11	4	HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Cocaine Action Pathway	SMP0000395	Drug Action	11	4	HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Dibucaine Action Pathway	SMP0000396	Drug Action	11	4	HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Levobupivacaine Action Pathway	SMP0000397	Drug Action	11	4	HMDB0000538;HMDB0001341;HMDB0001429;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Mepivacaine Action Pathway	SMP0000399	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Oxybuprocaine Action Pathway	SMP0000400	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Procaine Action Pathway	SMP0000402	Drug Action	11	4	HMDB0002111;HMDB0000538;HMDB0001341;HMDB0001429	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Ropivacaine Action Pathway	SMP0000404	Drug Action	11	4	HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Prilocaine Action Pathway	SMP0000401	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Remifentanil Action Pathway	SMP0000416	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Propoxyphene Action Pathway	SMP0000672	Drug Action	11	4	HMDB0001341;HMDB0001429;HMDB0002111;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Sufentanil Action Pathway	SMP0000417	Drug Action	11	4	HMDB0000538;HMDB0001429;HMDB0001341;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Oxycodone Action Pathway	SMP0000409	Drug Action	11	4	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Carfentanil Action Pathway	SMP0000414	Drug Action	10	4	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Escitalopram Action Pathway	SMP0000425	Drug Action	11	4	HMDB0001429;HMDB0002111;HMDB0000538;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Oxymorphone Action Pathway	SMP0000412	Drug Action	11	4	HMDB0001341;HMDB0000538;HMDB0001429;HMDB0002111	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Alfentanil Action Pathway	SMP0000413	Drug Action	11	4	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Hydromorphone Action Pathway	SMP0000410	Drug Action	11	4	HMDB0001429;HMDB0000538;HMDB0002111;HMDB0001341	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Levomethadyl Acetate Action Action Pathway	SMP0000677	Drug Action	11	4	HMDB0001341;HMDB0002111;HMDB0001429;HMDB0000538	0.5385239780576213	0.45614035087719296	1.028273190037167	0.5304208219673423
Diclofenac Action Pathway	SMP0000093	Drug Action	67	12	HMDB0000148;HMDB0000217;HMDB0004238;HMDB0014724;HMDB0005079;HMDB0003080;HMDB0001377;HMDB0004244;HMDB0000221;HMDB0001509;HMDB0005998;HMDB0002111	0.39605403819819457	0.34601449275362317	1.0886428088991016	0.5358314815033062
Ifosfamide Metabolism Pathway	SMP0000605	Drug Metabolism	22	8	HMDB0000221;HMDB0001377;HMDB0002111;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000217;HMDB0003125	0.44877205559964345	0.3789868667917448	1.0850923095460412	0.5376336153238369
Ifosfamide Action Pathway	SMP0000448	Drug Action	22	8	HMDB0002111;HMDB0001487;HMDB0000217;HMDB0000221;HMDB0000902;HMDB0001377;HMDB0003125;HMDB0059597	0.44877205559964345	0.3789868667917448	1.0850923095460412	0.5376336153238369
Glycerol Kinase Deficiency	SMP0000187	Disease	25	10	HMDB0001248;HMDB0003364;HMDB0001341;HMDB0002111;HMDB0000902;HMDB0000221;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001429	0.4179801551273355	0.3747747747747748	1.0803703893597727	0.5379923610720883
Familial Lipoprotein Lipase Deficiency	SMP0000530	Disease	25	10	HMDB0000217;HMDB0001248;HMDB0000221;HMDB0001341;HMDB0003364;HMDB0001487;HMDB0000538;HMDB0000902;HMDB0001429;HMDB0002111	0.4179801551273355	0.3747747747747748	1.0803703893597727	0.5379923610720883
D-Glyceric Acidura	SMP0000529	Disease	25	10	HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001248;HMDB0001429;HMDB0000902;HMDB0001341;HMDB0001487;HMDB0000217;HMDB0003364	0.4179801551273355	0.3747747747747748	1.0803703893597727	0.5379923610720883
Glycerolipid Metabolism	SMP0000039	Metabolic	25	10	HMDB0002111;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001248;HMDB0001341;HMDB0000221;HMDB0001429;HMDB0003364;HMDB0000902	0.4179801551273355	0.3747747747747748	1.0803703893597727	0.5379923610720883
Nevirapine Metabolism Pathway	SMP0000642	Drug Metabolism	22	10	HMDB0000295;HMDB0001341;HMDB0002111;HMDB0059597;HMDB0003125;HMDB0000221;HMDB0000217;HMDB0000538;HMDB0001377;HMDB0001429	0.41883172581877837	0.37117117117117115	1.0825714789287288	0.5407427403035391
Familial Hypercholanemia (FHCA)	SMP0000317	Disease	64	17	HMDB0001248;HMDB0001275;HMDB0000896;HMDB0000902;HMDB0001231;HMDB0000722;HMDB0002111;HMDB0000123;HMDB0002197;HMDB0001377;HMDB0000538;HMDB0001341;HMDB0000250;HMDB0000217;HMDB0001487;HMDB0000221;HMDB0012455	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.5408772366946106
Bile Acid Biosynthesis	SMP0000035	Metabolic	64	17	HMDB0001341;HMDB0002197;HMDB0001487;HMDB0000221;HMDB0001248;HMDB0012455;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0000250;HMDB0000217;HMDB0002111;HMDB0000896;HMDB0000722;HMDB0000123;HMDB0001275;HMDB0001231	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.5408772366946106
Congenital Bile Acid Synthesis Defect Type III	SMP0000318	Disease	64	17	HMDB0001248;HMDB0001275;HMDB0000896;HMDB0000902;HMDB0001231;HMDB0000722;HMDB0002111;HMDB0000123;HMDB0002197;HMDB0001377;HMDB0000538;HMDB0001341;HMDB0000250;HMDB0000217;HMDB0001487;HMDB0000221;HMDB0012455	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.5408772366946106
Congenital Bile Acid Synthesis Defect Type II	SMP0000314	Disease	64	17	HMDB0001487;HMDB0001275;HMDB0000896;HMDB0002197;HMDB0001341;HMDB0000902;HMDB0000250;HMDB0001248;HMDB0012455;HMDB0001231;HMDB0000538;HMDB0000722;HMDB0001377;HMDB0000123;HMDB0000221;HMDB0000217;HMDB0002111	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.5408772366946106
Cerebrotendinous Xanthomatosis (CTX)	SMP0000315	Disease	64	17	HMDB0000896;HMDB0002197;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001248;HMDB0000123;HMDB0000250;HMDB0001341;HMDB0001231;HMDB0000902;HMDB0001487;HMDB0000722;HMDB0012455;HMDB0001275;HMDB0000217;HMDB0001377	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.5408772366946106
27-Hydroxylase Deficiency	SMP0000720	Disease	64	17	HMDB0001275;HMDB0000722;HMDB0000217;HMDB0000250;HMDB0002197;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0001377;HMDB0001231;HMDB0002111;HMDB0000221;HMDB0000896;HMDB0012455;HMDB0000123;HMDB0001487;HMDB0001341	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.5408772366946106
Zellweger Syndrome	SMP0000316	Disease	64	17	HMDB0000896;HMDB0002197;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001248;HMDB0000123;HMDB0000250;HMDB0001341;HMDB0001231;HMDB0000902;HMDB0001487;HMDB0000722;HMDB0012455;HMDB0001275;HMDB0000217;HMDB0001377	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.5408772366946106
Transaldolase Deficiency	SMP0000520	Disease	29	10	HMDB0003498;HMDB0000217;HMDB0001429;HMDB0000538;HMDB0002111;HMDB0000221;HMDB0000990;HMDB0000045;HMDB0001341;HMDB0001967	0.41365978147002913	0.390990990990991	1.0692033429986796	0.5513900529825332
Ribose-5-phosphate Isomerase Deficiency	SMP0000519	Disease	29	10	HMDB0000217;HMDB0000221;HMDB0003498;HMDB0001341;HMDB0000045;HMDB0000990;HMDB0001967;HMDB0000538;HMDB0001429;HMDB0002111	0.41365978147002913	0.390990990990991	1.0692033429986796	0.5513900529825332
Glucose-6-phosphate Dehydrogenase Deficiency	SMP0000518	Disease	29	10	HMDB0001429;HMDB0003498;HMDB0000217;HMDB0000990;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000045;HMDB0000221;HMDB0001967	0.41365978147002913	0.390990990990991	1.0692033429986796	0.5513900529825332
Pentose Phosphate Pathway	SMP0000031	Metabolic	29	10	HMDB0002111;HMDB0000045;HMDB0000217;HMDB0000538;HMDB0001341;HMDB0000221;HMDB0001429;HMDB0003498;HMDB0000990;HMDB0001967	0.41365978147002913	0.390990990990991	1.0692033429986796	0.5513900529825332
Plasmalogen Synthesis	SMP0000479	Metabolic	15	3	HMDB0001248;HMDB0001429;HMDB0002111	0.577329490874158	0.5087719298245614	0.9978114235674017	0.5731080600665062
Desipramine Action Pathway	SMP0000423	Drug Action	18	9	HMDB0001377;HMDB0059597;HMDB0000221;HMDB0001341;HMDB0000217;HMDB0001429;HMDB0015282;HMDB0000538;HMDB0002111	0.40268553835154863	0.47191011235955055	0.9957033235563626	0.5764550624950676
Rescinnamine Action Pathway	SMP0000155	Drug Action	11	3	HMDB0001035;HMDB0002111;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Angiotensin Metabolism	SMP0000587	Physiological	10	3	HMDB0001035;HMDB0002111;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Temocapril Action Pathway	SMP0000733	Drug Action	12	3	HMDB0001980;HMDB0001035;HMDB0002111	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Spirapril Action Pathway	SMP0000156	Drug Action	11	3	HMDB0001035;HMDB0002111;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Fosinopril Action Pathway	SMP0000149	Drug Action	11	3	HMDB0001035;HMDB0002111;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Candesartan Action Pathway	SMP0000158	Drug Action	12	3	HMDB0001035;HMDB0001980;HMDB0002111	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Eprosartan Action Pathway	SMP0000159	Drug Action	12	3	HMDB0001980;HMDB0002111;HMDB0001035	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Forasartan Action Pathway	SMP0000160	Drug Action	11	3	HMDB0001980;HMDB0002111;HMDB0001035	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Irbesartan Action Pathway	SMP0000161	Drug Action	12	3	HMDB0002111;HMDB0001980;HMDB0001035	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Losartan Action Pathway	SMP0000162	Drug Action	12	3	HMDB0002111;HMDB0001980;HMDB0001035	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Olmesartan Action Pathway	SMP0000163	Drug Action	12	3	HMDB0002111;HMDB0001035;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Telmisartan Action Pathway	SMP0000164	Drug Action	12	3	HMDB0002111;HMDB0001035;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Valsartan Action Pathway	SMP0000165	Drug Action	12	3	HMDB0002111;HMDB0001035;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Lisinopril Action Pathway	SMP0000150	Drug Action	11	3	HMDB0001035;HMDB0002111;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Enalapril Action Pathway	SMP0000148	Drug Action	12	3	HMDB0001980;HMDB0002111;HMDB0001035	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Cilazapril Action Pathway	SMP0000147	Drug Action	11	3	HMDB0001980;HMDB0002111;HMDB0001035	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Captopril Action Pathway	SMP0000146	Drug Action	11	3	HMDB0001980;HMDB0001035;HMDB0002111	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Benazepril Action Pathway	SMP0000145	Drug Action	12	3	HMDB0001980;HMDB0001035;HMDB0002111	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Moexipril Action Pathway	SMP0000151	Drug Action	11	3	HMDB0001035;HMDB0002111;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Perindopril Action Pathway	SMP0000152	Drug Action	13	3	HMDB0001035;HMDB0002111;HMDB0001980	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Quinapril Action Pathway	SMP0000153	Drug Action	12	3	HMDB0001035;HMDB0001980;HMDB0002111	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Ramipril Action Pathway	SMP0000154	Drug Action	12	3	HMDB0001035;HMDB0001980;HMDB0002111	0.5644244798996769	0.5497076023391813	0.9755074055410532	0.5776864377707146
Valproic Acid Metabolism Pathway	SMP0000635	Drug Metabolism	36	14	HMDB0000221;HMDB0001487;HMDB0013897;HMDB0059597;HMDB0000295;HMDB0000902;HMDB0001275;HMDB0001377;HMDB0000045;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0000217;HMDB0001248	0.36754716240364493	0.3853211009174312	1.043019580432283	0.5797968548852744
Lidocaine (Antiarrhythmic) Action Pathway	SMP0000328	Drug Action	23	10	HMDB0000217;HMDB0001429;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0001487;HMDB0001341	0.40223422212643256	0.4198198198198198	1.0396712328128883	0.5804686016353994
Lidocaine (Local Anaesthetic) Action Pathway	SMP0000398	Drug Action	26	10	HMDB0002111;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001341;HMDB0000221;HMDB0001429;HMDB0000902;HMDB0001377;HMDB0059597	0.40223422212643256	0.4198198198198198	1.0396712328128883	0.5804686016353994
Arsenate Detoxification	SMP0121123	Metabolic	15	6	HMDB0000939;HMDB0001185;HMDB0012285;HMDB0002111;HMDB0059597;HMDB0001451	0.4694498315139756	0.40816326530612246	1.0418014745034576	0.5805335842117256
Gemcitabine Metabolism Pathway	SMP0000603	Drug Metabolism	10	4	HMDB0002111;HMDB0000051;HMDB0000538;HMDB0001341	0.5429686774467649	0.4502923976608187	1.0367600270320874	0.5811887617004823
Gemcitabine Action Pathway	SMP0000446	Drug Action	10	4	HMDB0000051;HMDB0002111;HMDB0000538;HMDB0001341	0.5429686774467649	0.4502923976608187	1.0367600270320874	0.5811887617004823
LPS and Citrate Signaling and Inflammation	SMP0100046	Protein	10	5	HMDB0001333;HMDB0001248;HMDB0059597;HMDB0000217;HMDB0000221	0.46964024803593507	0.5009487666034156	0.9700228662425777	0.5843403719194065
Pantothenate and CoA Biosynthesis	SMP0000027	Metabolic	21	8	HMDB0001341;HMDB0000045;HMDB0002991;HMDB0000250;HMDB0002111;HMDB0000538;HMDB0000574;HMDB0001967	0.4253913237507206	0.43151969981238275	1.0285597068488324	0.5924489165727228
Doxorubicin Metabolism Pathway	SMP0000650	Drug Metabolism	15	9	HMDB0001341;HMDB0000221;HMDB0001248;HMDB0000902;HMDB0000538;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0001429	0.38339472592604806	0.5374531835205992	0.948003755986085	0.6109053974694312
Meloxicam Action Pathway	SMP0000106	Drug Action	67	12	HMDB0001377;HMDB0001509;HMDB0000221;HMDB0014952;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0000217;HMDB0005998;HMDB0002111;HMDB0005079;HMDB0004238	0.3450426268277724	0.5036231884057971	0.9484265737286529	0.6118503638889046
Fluoxetine Action Pathway	SMP0000426	Drug Action	19	8	HMDB0001487;HMDB0014615;HMDB0001429;HMDB0001341;HMDB0000902;HMDB0000538;HMDB0001377;HMDB0002111	0.3926143104653688	0.5272045028142589	0.9493077021795561	0.6118533103501862
Etoricoxib Action Pathway	SMP0000695	Drug Action	67	12	HMDB0001377;HMDB0001509;HMDB0005079;HMDB0000217;HMDB0003080;HMDB0004244;HMDB0000148;HMDB0002111;HMDB0004238;HMDB0015565;HMDB0000221;HMDB0005998	0.3455593450919154	0.5018115942028986	0.9498468890599779	0.6126896783731668
Fluoxetine Metabolism Pathway	SMP0000646	Drug Metabolism	10	5	HMDB0002111;HMDB0001487;HMDB0014615;HMDB0000902;HMDB0001377	0.4544848577114623	0.5483870967741935	0.9387200227936806	0.6243609516169651
Cystinosis, Ocular Nonnephropathic	SMP0000722	Disease	26	16	HMDB0001377;HMDB0000250;HMDB0000051;HMDB0000045;HMDB0001487;HMDB0000148;HMDB0001341;HMDB0002084;HMDB0001491;HMDB0000240;HMDB0000574;HMDB0000902;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0000208	0.30715730934887003	0.572744014732965	0.9017968650575077	0.6733839465252321
